month_period,store_id,category,brand,gender,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,month_date,year,month,quarter,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
2021-07,CP008,Footwear,Emerald,Men,10,5173.593333333333,0.0,45102.380000000005,8,3,0,0,0,9,2.0,20.0,20.0,2021-07-01,2021,7,3,5.0,5.0,5.0,11.333333333333334,0.0,0.0,-6.333333333333334
2021-08,CP008,Footwear,Emerald,Men,18,2811.875555555556,0.0,39095.5,16,4,0,0,21,9,1.0,15.0,15.0,2021-08-01,2021,8,3,10.0,7.5,6.666666666666667,11.0,0.0,2.5,-4.333333333333333
2021-09,CP008,Footwear,Emerald,Men,5,6715.294,0.0,33576.47,5,4,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,18.0,14.0,11.0,11.333333333333334,0.0,4.0,-0.3333333333333339
2021-10,CP008,Footwear,Emerald,Men,11,7369.317777777778,0.0,69064.74,10,5,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,5.0,11.5,11.0,8.0,0.0,-6.5,3.0
2021-11,CP008,Footwear,Emerald,Men,5,8316.954000000002,0.0,41584.770000000004,5,3,0,0,0,8,2.0,30.0,27.5,2021-11-01,2021,11,4,11.0,8.0,11.333333333333334,9.0,0.0,3.0,2.333333333333334
2021-12,CP008,Footwear,Emerald,Men,18,4803.801,0.0,79068.97,14,6,1,6,0,8,3.0,30.0,23.333333333333332,2021-12-01,2021,12,4,5.0,8.0,7.0,9.0,0.0,-3.0,-2.0
2022-01,CP008,Footwear,Emerald,Men,13,5356.157142857142,0.0,45715.74,10,5,0,0,10,10,0.0,0.0,0.0,2022-01-01,2022,1,1,18.0,11.5,11.333333333333334,11.166666666666666,12.0,6.5,0.16666666666666785
2022-02,CP008,Footwear,Emerald,Men,2,9180.69,0.0,18361.38,2,2,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,13.0,15.5,12.0,11.666666666666666,16.0,-2.5,0.3333333333333339
2022-03,CP008,Footwear,Emerald,Men,10,5444.3275,0.0,49204.82,8,4,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,2.0,7.5,11.0,9.0,25.0,-5.5,2.0
2022-04,CP008,Footwear,Emerald,Men,10,5778.0,0.0,40149.76,8,4,2,9,0,9,3.0,25.0,20.0,2022-04-01,2022,4,2,10.0,6.0,8.333333333333334,9.833333333333334,5.0,4.0,-1.5
2022-05,CP008,Footwear,Emerald,Men,12,2796.12,0.0,23573.68,11,3,2,1,0,9,2.0,10.0,10.0,2022-05-01,2022,5,2,10.0,10.0,7.333333333333333,9.666666666666666,5.0,0.0,-2.333333333333333
2022-06,CP008,Footwear,Emerald,Men,5,8356.058,0.0,41780.29,5,3,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,12.0,11.0,10.666666666666666,10.833333333333334,5.0,1.0,-0.16666666666666785
2022-07,CP008,Footwear,Emerald,Men,13,5639.17625,0.0,51965.61,13,5,0,0,0,10,1.0,10.0,10.0,2022-07-01,2022,7,3,5.0,8.5,9.0,8.666666666666666,10.0,-3.5,0.3333333333333339
2022-08,CP008,Footwear,Emerald,Men,6,5766.65,0.0,25807.48,6,3,0,0,21,8,3.0,20.0,13.333333333333334,2022-08-01,2022,8,3,13.0,9.0,10.0,8.666666666666666,18.0,4.0,1.333333333333334
2022-09,CP008,Footwear,Emerald,Men,9,5402.21,0.0,37979.24,7,5,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,6.0,9.5,8.0,9.333333333333334,5.0,-3.5,-1.333333333333334
2022-10,CP008,Footwear,Emerald,Men,13,5643.368888888889,0.0,60561.61,11,6,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,9.0,7.5,9.333333333333334,9.166666666666666,11.0,1.5,0.16666666666666785
2022-11,CP008,Footwear,Emerald,Men,21,4716.933125,0.0,92444.24,17,5,0,0,0,8,0.0,0.0,0.0,2022-11-01,2022,11,4,13.0,11.0,9.333333333333334,9.666666666666666,5.0,2.0,-0.33333333333333215
2022-12,CP008,Footwear,Emerald,Men,6,6019.776666666668,0.0,22170.65,5,3,1,6,0,9,2.0,20.0,17.5,2022-12-01,2022,12,4,21.0,17.0,14.333333333333334,11.166666666666666,18.0,4.0,3.166666666666668
2023-01,CP008,Footwear,Emerald,Men,14,5399.188571428572,0.0,48842.06,11,5,0,0,10,9,5.0,15.0,11.0,2023-01-01,2023,1,1,6.0,13.5,13.333333333333334,11.333333333333334,13.0,-7.5,2.0
2023-02,CP008,Footwear,Emerald,Men,11,6350.065,0.0,54911.84,9,5,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,14.0,10.0,13.666666666666666,11.5,2.0,4.0,2.166666666666666
2023-03,CP008,Footwear,Emerald,Men,9,7379.848571428572,0.0,54399.82,8,5,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,11.0,12.5,10.333333333333334,12.333333333333334,10.0,-1.5,-2.0
2023-04,CP008,Footwear,Emerald,Men,4,6504.663333333334,0.0,22339.09,3,3,2,9,0,10,0.0,0.0,0.0,2023-04-01,2023,4,2,9.0,10.0,11.333333333333334,12.333333333333334,10.0,-1.0,-1.0
2023-05,CP008,Footwear,Emerald,Men,19,6381.912857142857,0.7142857142857143,99134.18,16,6,2,1,0,8,1.0,10.0,10.0,2023-05-01,2023,5,2,4.0,6.5,8.0,10.833333333333334,12.0,-2.5,-2.833333333333334
2023-06,CP008,Footwear,Emerald,Men,10,5442.7300000000005,0.0,43678.03,8,6,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,19.0,11.5,10.666666666666666,10.5,5.0,7.5,0.16666666666666607
2023-07,CP008,Footwear,Emerald,Men,7,5455.165,0.0,35569.03,6,4,0,0,0,10,0.0,0.0,0.0,2023-07-01,2023,7,3,10.0,14.5,11.0,11.166666666666666,13.0,-4.5,-0.16666666666666607
2023-08,CP008,Footwear,Emerald,Men,6,6345.676666666666,0.0,38074.06,6,4,0,0,21,8,2.0,15.0,15.0,2023-08-01,2023,8,3,7.0,8.5,12.0,10.0,6.0,-1.5,2.0
2023-09,CP008,Footwear,Emerald,Men,9,6963.243333333335,0.0,50180.31,7,4,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,6.0,6.5,7.666666666666667,9.166666666666666,9.0,-0.5,-1.4999999999999991
2023-10,CP008,Footwear,Emerald,Men,13,6454.475,0.0,64232.19,13,5,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,9.0,7.5,7.333333333333333,9.166666666666666,13.0,1.5,-1.833333333333333
2023-11,CP008,Footwear,Emerald,Men,12,4908.0825,0.0,50503.55,10,5,0,0,0,8,1.0,25.0,25.0,2023-11-01,2023,11,4,13.0,11.0,9.333333333333334,10.666666666666666,21.0,2.0,-1.3333333333333321
2023-12,CP008,Footwear,Emerald,Men,15,5511.844285714285,0.0,65542.17,11,5,1,6,0,10,1.0,30.0,30.0,2023-12-01,2023,12,4,12.0,12.5,11.333333333333334,9.5,6.0,-0.5,1.833333333333334
2024-01,CP008,Footwear,Emerald,Men,4,7129.735,0.0,28518.94,4,3,0,0,10,8,1.0,15.0,15.0,2024-01-01,2024,1,1,15.0,13.5,13.333333333333334,10.333333333333334,14.0,1.5,3.0
2024-02,CP008,Footwear,Emerald,Men,11,5440.881428571428,0.0,45022.590000000004,8,7,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,4.0,9.5,10.333333333333334,9.833333333333334,11.0,-5.5,0.5
2024-03,CP008,Footwear,Emerald,Men,11,4673.888571428572,0.0,42488.51,8,6,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,11.0,7.5,10.0,10.666666666666666,9.0,3.5,-0.6666666666666661
2024-04,CP008,Footwear,Emerald,Men,9,7484.435,0.0,59051.649999999994,7,5,2,9,0,8,4.0,20.0,13.75,2024-04-01,2024,4,2,11.0,11.0,8.666666666666666,11.0,4.0,0.0,-2.333333333333334
2024-05,CP008,Footwear,Emerald,Men,20,4794.550909090909,0.0,75120.68000000001,16,6,2,1,0,8,0.0,0.0,0.0,2024-05-01,2024,5,2,9.0,10.0,10.333333333333334,10.333333333333334,19.0,-1.0,0.0
2024-06,CP008,Footwear,Emerald,Men,4,7057.665,0.0,28230.66,4,4,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,20.0,14.5,13.333333333333334,11.666666666666666,10.0,5.5,1.6666666666666679
2024-07,CP008,Footwear,Emerald,Men,6,8801.535,0.0,52809.21,6,3,0,0,0,8,1.0,15.0,15.0,2024-07-01,2024,7,3,4.0,12.0,11.0,9.833333333333334,7.0,-8.0,1.166666666666666
2024-08,CP008,Footwear,Emerald,Men,10,5086.68,0.0,46356.58,8,5,0,0,21,9,0.0,0.0,0.0,2024-08-01,2024,8,3,6.0,5.0,10.0,10.166666666666666,6.0,1.0,-0.16666666666666607
2024-09,CP008,Footwear,Emerald,Men,19,5838.7300000000005,0.0,76478.39,15,5,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,10.0,8.0,6.666666666666667,10.0,9.0,2.0,-3.333333333333333
2024-10,CP008,Footwear,Emerald,Men,17,4569.807777777778,0.0,56381.32,13,6,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,19.0,14.5,11.666666666666666,11.333333333333334,13.0,4.5,0.33333333333333215
2024-11,CP008,Footwear,Emerald,Men,16,4185.46,0.0,47389.31,12,4,0,0,0,9,0.0,0.0,0.0,2024-11-01,2024,11,4,17.0,18.0,15.333333333333334,12.666666666666666,12.0,-1.0,2.666666666666668
2024-12,CP008,Footwear,Emerald,Men,17,5629.2525,0.0,66265.2,14,5,1,6,0,9,1.0,15.0,15.0,2024-12-01,2024,12,4,16.0,16.5,17.333333333333332,12.0,15.0,-0.5,5.333333333333332
2025-01,CP008,Footwear,Emerald,Men,5,6002.895,0.0,26836.68,4,3,0,0,10,8,1.0,10.0,10.0,2025-01-01,2025,1,1,17.0,16.5,16.666666666666668,14.166666666666666,4.0,0.5,2.5000000000000018
2025-02,CP008,Footwear,Emerald,Men,17,3200.61625,0.0,42228.42,14,5,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,5.0,11.0,12.666666666666666,14.0,11.0,-6.0,-1.333333333333334
2025-03,CP008,Footwear,Emerald,Men,13,4076.7085714285713,0.0,45451.93,8,4,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,17.0,11.0,13.0,15.166666666666666,11.0,6.0,-2.166666666666666
2025-04,CP008,Footwear,Emerald,Men,19,3948.0611111111116,0.0,56523.19,15,6,2,9,0,8,0.0,0.0,0.0,2025-04-01,2025,4,2,13.0,15.0,11.666666666666666,14.166666666666666,9.0,-2.0,-2.5
2025-05,CP008,Footwear,Emerald,Men,13,5310.875,0.0,49339.2,13,4,2,1,0,9,0.0,0.0,0.0,2025-05-01,2025,5,2,19.0,16.0,16.333333333333332,14.5,20.0,3.0,1.8333333333333321
2025-06,CP008,Footwear,Emerald,Men,13,4227.7242857142855,0.0,42206.57,10,5,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,13.0,16.0,15.0,14.0,4.0,-3.0,1.0
2025-07,CP008,Footwear,Emerald,Men,8,4786.186,0.0,28042.25,7,4,0,0,0,8,1.0,15.0,15.0,2025-07-01,2025,7,3,13.0,13.0,15.0,13.333333333333334,6.0,0.0,1.666666666666666
2025-08,CP008,Footwear,Emerald,Men,8,4300.2275,0.0,24150.27,7,4,0,0,21,10,0.0,0.0,0.0,2025-08-01,2025,8,3,8.0,10.5,11.333333333333334,13.833333333333334,10.0,-2.5,-2.5
2025-09,CP008,Footwear,Emerald,Men,8,5846.434285714286,0.0,48257.5,7,5,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,8.0,8.0,9.666666666666666,12.333333333333334,19.0,0.0,-2.666666666666668
2025-10,CP008,Footwear,Emerald,Men,9,6347.833333333333,0.0,51082.6,6,5,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,8.0,8.0,8.0,11.5,17.0,0.0,-3.5
2025-11,CP008,Footwear,Emerald,Men,8,6506.82,0.0,44704.06,6,4,0,0,0,10,2.0,30.0,27.5,2025-11-01,2025,11,4,9.0,8.5,8.333333333333334,9.833333333333334,16.0,0.5,-1.5
2025-12,CP008,Footwear,Emerald,Men,13,6372.08,0.0,57116.729999999996,11,5,1,6,0,8,3.0,30.0,25.0,2025-12-01,2025,12,4,8.0,8.5,8.333333333333334,9.0,17.0,-0.5,-0.6666666666666661
2021-01,CP008,Footwear,Emerald,Unisex,9,5262.16,0.0,51895.12,7,4,0,0,10,10,2.0,15.0,12.5,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP008,Footwear,Emerald,Unisex,8,6043.59,0.0,45964.31,6,4,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,9.0,0.0,0.0,0.0,0.0,9.0,0.0
2021-03,CP008,Footwear,Emerald,Unisex,16,6697.677777777778,0.0,121434.65,11,5,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,8.0,8.5,0.0,0.0,0.0,-0.5,0.0
2021-04,CP008,Footwear,Emerald,Unisex,20,7130.429000000001,0.0,167920.17,16,5,2,9,0,8,1.0,10.0,10.0,2021-04-01,2021,4,2,16.0,12.0,11.0,0.0,0.0,4.0,11.0
2021-05,CP008,Footwear,Emerald,Unisex,9,6170.4580000000005,0.0,64048.81999999999,6,4,2,1,0,10,1.0,15.0,15.0,2021-05-01,2021,5,2,20.0,18.0,14.666666666666666,0.0,0.0,2.0,14.666666666666666
2021-06,CP008,Footwear,Emerald,Unisex,15,7387.9800000000005,0.0,118651.95999999999,10,5,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,9.0,14.5,15.0,0.0,0.0,-5.5,15.0
2021-07,CP008,Footwear,Emerald,Unisex,8,8230.246,0.0,71320.31,6,3,0,0,0,9,2.0,15.0,12.5,2021-07-01,2021,7,3,15.0,12.0,14.666666666666666,12.833333333333334,0.0,3.0,1.8333333333333321
2021-08,CP008,Footwear,Emerald,Unisex,7,8237.310000000001,0.0,61190.87,6,4,0,0,21,9,0.0,0.0,0.0,2021-08-01,2021,8,3,8.0,11.5,10.666666666666666,12.666666666666666,0.0,-3.5,-2.0
2021-09,CP008,Footwear,Emerald,Unisex,17,6820.18,0.0,132364.78,15,7,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,7.0,7.5,10.0,12.5,0.0,-0.5,-2.5
2021-10,CP008,Footwear,Emerald,Unisex,15,5186.706,0.0,89434.73999999999,12,5,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,17.0,12.0,10.666666666666666,12.666666666666666,0.0,5.0,-2.0
2021-11,CP008,Footwear,Emerald,Unisex,9,5656.388333333333,0.0,59207.14,8,5,0,0,0,8,0.0,0.0,0.0,2021-11-01,2021,11,4,15.0,16.0,13.0,11.833333333333334,0.0,-1.0,1.166666666666666
2021-12,CP008,Footwear,Emerald,Unisex,14,4522.191111111111,0.0,72705.67,11,4,1,6,0,8,2.0,25.0,22.5,2021-12-01,2021,12,4,9.0,12.0,13.666666666666666,11.833333333333334,0.0,-3.0,1.8333333333333321
2022-01,CP008,Footwear,Emerald,Unisex,11,5015.683333333333,0.0,61382.490000000005,8,4,0,0,10,10,1.0,15.0,15.0,2022-01-01,2022,1,1,14.0,11.5,12.666666666666666,11.666666666666666,9.0,2.5,1.0
2022-02,CP008,Footwear,Emerald,Unisex,16,6165.15,0.0,116197.89,11,6,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,11.0,12.5,11.333333333333334,12.166666666666666,8.0,-1.5,-0.8333333333333321
2022-03,CP008,Footwear,Emerald,Unisex,13,7515.187142857142,0.0,107850.45,8,4,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,16.0,13.5,13.666666666666666,13.666666666666666,16.0,2.5,0.0
2022-04,CP008,Footwear,Emerald,Unisex,14,6166.0314285714285,0.0,89408.44,11,6,2,9,0,9,1.0,25.0,25.0,2022-04-01,2022,4,2,13.0,14.5,13.333333333333334,13.0,20.0,-1.5,0.3333333333333339
2022-05,CP008,Footwear,Emerald,Unisex,10,5159.028333333333,0.0,49141.17,6,5,2,1,0,9,0.0,0.0,0.0,2022-05-01,2022,5,2,14.0,13.5,14.333333333333334,12.833333333333334,9.0,0.5,1.5
2022-06,CP008,Footwear,Emerald,Unisex,21,8151.464545454545,0.0,181676.46,15,5,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,10.0,12.0,12.333333333333334,13.0,15.0,-2.0,-0.6666666666666661
2022-07,CP008,Footwear,Emerald,Unisex,7,6394.125999999999,0.0,43277.979999999996,6,3,0,0,0,10,0.0,0.0,0.0,2022-07-01,2022,7,3,21.0,15.5,15.0,14.166666666666666,8.0,5.5,0.8333333333333339
2022-08,CP008,Footwear,Emerald,Unisex,15,6109.835555555555,0.0,92838.72,14,6,0,0,21,8,2.0,10.0,10.0,2022-08-01,2022,8,3,7.0,14.0,12.666666666666666,13.5,7.0,-7.0,-0.8333333333333339
2022-09,CP008,Footwear,Emerald,Unisex,11,6949.071666666667,0.0,78076.84,8,6,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,15.0,11.0,14.333333333333334,13.333333333333334,17.0,4.0,1.0
2022-10,CP008,Footwear,Emerald,Unisex,14,6037.028,0.0,96276.42,10,5,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,11.0,13.0,11.0,13.0,15.0,-2.0,-2.0
2022-11,CP008,Footwear,Emerald,Unisex,17,7323.517,0.0,131506.76,14,7,0,0,0,8,1.0,25.0,25.0,2022-11-01,2022,11,4,14.0,12.5,13.333333333333334,13.0,9.0,1.5,0.3333333333333339
2022-12,CP008,Footwear,Emerald,Unisex,15,6342.382857142858,0.0,102235.87,9,6,1,6,0,9,1.0,25.0,25.0,2022-12-01,2022,12,4,17.0,15.5,14.0,14.166666666666666,14.0,1.5,-0.16666666666666607
2023-01,CP008,Footwear,Emerald,Unisex,15,5632.54,0.0,88253.18,11,5,0,0,10,9,1.0,10.0,10.0,2023-01-01,2023,1,1,15.0,16.0,15.333333333333334,13.166666666666666,11.0,-1.0,2.166666666666668
2023-02,CP008,Footwear,Emerald,Unisex,6,7836.7474999999995,0.0,46923.61,5,3,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,15.0,15.0,15.666666666666666,14.5,16.0,0.0,1.166666666666666
2023-03,CP008,Footwear,Emerald,Unisex,6,8862.3725,0.0,55647.56,4,3,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,6.0,10.5,12.0,13.0,13.0,-4.5,-1.0
2023-04,CP008,Footwear,Emerald,Unisex,18,6189.36875,0.0,124405.91,12,7,2,9,0,10,1.0,15.0,15.0,2023-04-01,2023,4,2,6.0,6.0,9.0,12.166666666666666,14.0,0.0,-3.166666666666666
2023-05,CP008,Footwear,Emerald,Unisex,18,6030.363636363636,0.0,121229.65999999999,16,6,2,1,0,8,0.0,0.0,0.0,2023-05-01,2023,5,2,18.0,12.0,10.0,12.833333333333334,10.0,6.0,-2.833333333333334
2023-06,CP008,Footwear,Emerald,Unisex,16,6714.661249999999,0.0,113080.81999999999,13,5,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,18.0,18.0,14.0,13.0,21.0,0.0,1.0
2023-07,CP008,Footwear,Emerald,Unisex,9,5467.285,0.0,57878.770000000004,8,5,0,0,0,10,0.0,0.0,0.0,2023-07-01,2023,7,3,16.0,17.0,17.333333333333332,13.166666666666666,7.0,-1.0,4.166666666666666
2023-08,CP008,Footwear,Emerald,Unisex,11,7380.272,0.0,81632.26,8,4,0,0,21,8,0.0,0.0,0.0,2023-08-01,2023,8,3,9.0,12.5,14.333333333333334,12.166666666666666,15.0,-3.5,2.166666666666668
2023-09,CP008,Footwear,Emerald,Unisex,11,6683.012857142857,0.0,73939.61,9,6,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,11.0,10.0,12.0,13.0,11.0,1.0,-1.0
2023-10,CP008,Footwear,Emerald,Unisex,13,7012.36125,0.0,90531.92,9,4,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,11.0,11.0,10.333333333333334,13.833333333333334,14.0,0.0,-3.5
2023-11,CP008,Footwear,Emerald,Unisex,4,5746.053333333333,0.0,22650.02,3,3,0,0,0,8,0.0,0.0,0.0,2023-11-01,2023,11,4,13.0,12.0,11.666666666666666,13.0,17.0,1.0,-1.333333333333334
2023-12,CP008,Footwear,Emerald,Unisex,8,6847.856,0.0,57171.21000000001,7,5,1,6,0,10,2.0,25.0,22.5,2023-12-01,2023,12,4,4.0,8.5,9.333333333333334,10.666666666666666,15.0,-4.5,-1.3333333333333321
2024-01,CP008,Footwear,Emerald,Unisex,12,7436.134285714286,0.0,86050.94,9,6,0,0,10,8,1.0,15.0,15.0,2024-01-01,2024,1,1,8.0,6.0,8.333333333333334,9.333333333333334,15.0,2.0,-1.0
2024-02,CP008,Footwear,Emerald,Unisex,22,6097.697777777777,0.0,152656.3,19,5,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,12.0,10.0,8.0,9.833333333333334,6.0,2.0,-1.833333333333334
2024-03,CP008,Footwear,Emerald,Unisex,6,7571.629999999999,0.0,48216.659999999996,5,4,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,22.0,17.0,14.0,11.666666666666666,6.0,5.0,2.333333333333334
2024-04,CP008,Footwear,Emerald,Unisex,3,7455.15,0.0,22365.45,3,1,2,9,0,8,1.0,15.0,15.0,2024-04-01,2024,4,2,6.0,14.0,13.333333333333334,10.833333333333334,18.0,-8.0,2.5
2024-05,CP008,Footwear,Emerald,Unisex,13,7606.416666666667,0.0,95828.79000000001,10,6,2,1,0,8,2.0,15.0,12.5,2024-05-01,2024,5,2,3.0,4.5,10.333333333333334,9.166666666666666,18.0,-1.5,1.1666666666666679
2024-06,CP008,Footwear,Emerald,Unisex,6,6099.93,0.0,36973.14,4,4,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,13.0,8.0,7.333333333333333,10.666666666666666,16.0,5.0,-3.333333333333333
2024-07,CP008,Footwear,Emerald,Unisex,20,6762.219999999999,0.0,134143.05,15,6,0,0,0,8,2.0,20.0,20.0,2024-07-01,2024,7,3,6.0,9.5,7.333333333333333,10.333333333333334,9.0,-3.5,-3.000000000000001
2024-08,CP008,Footwear,Emerald,Unisex,7,9122.85,0.0,65618.57,5,4,0,0,21,9,0.0,0.0,0.0,2024-08-01,2024,8,3,20.0,13.0,13.0,11.666666666666666,11.0,7.0,1.333333333333334
2024-09,CP008,Footwear,Emerald,Unisex,10,5262.16,0.0,64296.92,8,4,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,7.0,13.5,11.0,9.166666666666666,11.0,-6.5,1.833333333333334
2024-10,CP008,Footwear,Emerald,Unisex,14,8415.206666666667,0.0,112842.04999999999,11,4,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,10.0,8.5,12.333333333333334,9.833333333333334,13.0,1.5,2.5
2024-11,CP008,Footwear,Emerald,Unisex,21,7196.825454545455,0.0,148149.48,15,6,0,0,0,9,1.0,25.0,25.0,2024-11-01,2024,11,4,14.0,12.0,10.333333333333334,11.666666666666666,4.0,2.0,-1.3333333333333321
2024-12,CP008,Footwear,Emerald,Unisex,22,6804.958461538462,0.0,146100.88,17,6,1,6,0,9,2.0,25.0,22.5,2024-12-01,2024,12,4,21.0,17.5,15.0,13.0,8.0,3.5,2.0
2025-01,CP008,Footwear,Emerald,Unisex,10,7721.6688888888875,0.0,79334.58,9,6,0,0,10,8,1.0,15.0,15.0,2025-01-01,2025,1,1,22.0,21.5,19.0,15.666666666666666,12.0,0.5,3.333333333333334
2025-02,CP008,Footwear,Emerald,Unisex,10,5374.09,0.0,63890.38,6,4,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,10.0,16.0,17.666666666666668,14.0,22.0,-6.0,3.666666666666668
2025-03,CP008,Footwear,Emerald,Unisex,18,6600.024,0.0,122979.36,16,6,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,10.0,10.0,14.0,14.5,6.0,0.0,-0.5
2025-04,CP008,Footwear,Emerald,Unisex,18,4116.17,0.0,73765.86,13,5,2,9,0,8,0.0,0.0,0.0,2025-04-01,2025,4,2,18.0,14.0,12.666666666666666,15.833333333333334,3.0,4.0,-3.166666666666668
2025-05,CP008,Footwear,Emerald,Unisex,8,4985.3279999999995,0.0,38220.729999999996,6,3,2,1,0,9,3.0,15.0,11.666666666666666,2025-05-01,2025,5,2,18.0,18.0,15.333333333333334,16.5,13.0,0.0,-1.166666666666666
2025-06,CP008,Footwear,Emerald,Unisex,7,6733.043333333332,0.0,42806.92,6,4,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,8.0,13.0,14.666666666666666,14.333333333333334,6.0,-5.0,0.33333333333333215
2025-07,CP008,Footwear,Emerald,Unisex,9,8899.1,0.0,75760.05,8,5,0,0,0,8,0.0,0.0,0.0,2025-07-01,2025,7,3,7.0,7.5,11.0,11.833333333333334,20.0,-0.5,-0.8333333333333339
2025-08,CP008,Footwear,Emerald,Unisex,14,6838.35,0.0,101288.1,12,3,0,0,21,10,1.0,20.0,20.0,2025-08-01,2025,8,3,9.0,8.0,8.0,11.666666666666666,7.0,1.0,-3.666666666666666
2025-09,CP008,Footwear,Emerald,Unisex,14,8022.875,0.0,111639.43,10,5,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,14.0,11.5,10.0,12.333333333333334,10.0,2.5,-2.333333333333334
2025-10,CP008,Footwear,Emerald,Unisex,15,5514.79,0.0,74178.05,12,4,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,14.0,14.0,12.333333333333334,11.666666666666666,14.0,0.0,0.6666666666666679
2025-11,CP008,Footwear,Emerald,Unisex,16,5352.587777777778,0.0,93169.72,12,5,0,0,0,10,0.0,0.0,0.0,2025-11-01,2025,11,4,15.0,14.5,14.333333333333334,11.166666666666666,21.0,0.5,3.166666666666668
2025-12,CP008,Footwear,Emerald,Unisex,13,9306.068888888889,0.0,116297.94,11,3,1,6,0,8,2.0,30.0,27.5,2025-12-01,2025,12,4,16.0,15.5,15.0,12.5,22.0,0.5,2.5
2021-01,CP008,Footwear,Emerald,Women,18,7909.66,0.0,139259.33,14,8,0,0,10,10,2.0,15.0,12.5,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP008,Footwear,Emerald,Women,12,7858.8025,0.0,80296.54999999999,11,4,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,18.0,0.0,0.0,0.0,0.0,18.0,0.0
2021-03,CP008,Footwear,Emerald,Women,26,5974.053,0.0,157818.42,21,6,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,12.0,15.0,0.0,0.0,0.0,-3.0,0.0
2021-04,CP008,Footwear,Emerald,Women,31,6562.0830000000005,0.0,202849.54,26,7,2,9,0,8,1.0,20.0,20.0,2021-04-01,2021,4,2,26.0,19.0,18.666666666666668,0.0,0.0,7.0,18.666666666666668
2021-05,CP008,Footwear,Emerald,Women,48,8382.34,0.0,370400.12,38,9,2,1,0,10,3.0,15.0,11.666666666666666,2021-05-01,2021,5,2,31.0,28.5,23.0,0.0,0.0,2.5,23.0
